itemno;title;description;gallay title;gallay description
430425;pendant to be engraved, 14K GOLD;This is a classy pendant with a matte-finished surface and a punched out heart shape. The quadrangular pendant has a chic diamond cut on the top and the bottom. Perfect for engravings! 14K gold;pendant to be engraved, 14K GOLD;
430426;friendship pendants, angels, 14K GOLD;The perfect gift for your partner or your best friend. This friendship pendant can be split into two hearts and it can be worn separately. Engraved with the angels of love and a shiny/dull surface, this will look beautiful on your neck. 14K gold;friendship pendants, angels, 14K GOLD;friendship jewelry, two hearts as one, the pendants can be split into two different ones
430427;Pendant, Big Cross, 14K Gold;A high quality jewellery piece of a timeless design. The tricolour pendant is featuring a large cross of 14K Gold! The surface is partly matte finished, partly glossy. It can serve as a great gift for communion, confirmation or just a nice present for a religious person.;pendant, big cross, 14K GOLD;yellow gold, white gold and red gold
430428;pendant cross, diamond cut, 14K GOLD;This is a delicate and sophisticated cross pendant with a chic diamond cut on the surface. It is beautifully crafted and suitable for any fancy occasion. 14K gold;pendant cross, diamond cut, 14K GOLD;small pendant
430429;pendant cross, diamond cut, 14K GOLD;This is a delicate and sophisticated cross pendant with a chic diamond cut on the surface. It is beautifully crafted and suitable for any fancy occasion. 14K gold;pendant cross, diamond cut, 14K GOLD;the back is polished
430430;;;leverback earrings ginkgo leaf  9K GOLD;yellow gold and white gold
430431;Pendant, Crucifix, 14K Gold;This is a filigree and sophisticated cross pendant, which shows the figure of Jesus on the shiny surface of the cross. It is beautifully crafted and suitable for any fancy occasion. 14K gold;pendant, crucifix, 14K GOLD;
430432;pendant, crucifix, 14K GOLD;This is a delicate and sophisticated cross pendant with the figure of Jesus on the shiny surface. It is beautifully crafted and suitable for any fancy occasion. 14K gold;pendant, crucifix, 14K GOLD;
430434;religious medal, jesus, 14K GOLD;This religious pendant has a great symbolic meaning, having jesus engraved on its surface. 14K gold;religious medal, jesus, 14K GOLD;
430435;pendant, small heart, 14K GOLD;This delicate heart pendant is beautifully crafted with a chic diamond cut and a sophisticated design. It is suitable for any occasion and will always be an eye catcher. 14K gold;pendant, small heart, 14K GOLD;
430436;pendant jewish star, 14K GOLD;A sophisticated Jewish star of David. The pendant has a beautiful shiny surface and works well as a great gift or as a chic accessory for your own.;pendant jewish star, 14K GOLD;
430437;religious medal, mother mary, 14K GOLD;This religious pendant unfolds its great symbolic meaning, having mother mary engraved on its surface. 14K gold;religious medal, mother mary, 14K GOLD;
430438;religious medal, mother mary, 14K GOLD;This sophisticated, beautiful pendant unfolds its deep symbolic meaning, having mother Mary framed in its middle. 14K gold;religious medal, mother mary, 14K GOLD;
430439;Pendant, Football player, 14K Gold;This pendant is a must for any football fan. The detailed pendant of 8K Gold, featuring a football player, is partly rhodium plated. The surface is glossy. Just perfect for the upcoming football season, this pendant is a great gift for fans.;pendant, football player, 14K GOLD;
430440;friendship pendants, woman-man 14K GOLD;The perfect gift for your partner or your best friend. This friendship pendant can be split into two half hearts and it can be worn separately. Engraved with a man and a woman face and a shiny golden surface, this will look beautiful on your neck. 14K gold;friendship pendants, woman-man 14K GOLD;friendship jewelry, two hearts as one, the pendants can be split into two different ones
430441;religious medal, mother mary, 14K GOLD;This sophisticated, beautiful pendant unfolds its deep symbolic meaning, having mother Mary shining out in its middle. 14K gold;religious medal, mother mary, 14K GOLD;
430442;pendant, giraffe, 9K GOLD;This is an adorable pendant, shaped as a small giraffe with black eyes and a red mouth. Suitable for the young and the young at heart! 9K gold;pendant, giraffe, 9K GOLD;Giraffe with black eyes and red mouth
430444;pendant zodiac sign, capricorn, 9K GOLD;This is a beautiful zodiac sign pendant with a framed Capricorn. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, capricorn, 9K GOLD;
430445;pendant zodiac sign, aquarius, 9K GOLD;This is a beautiful zodiac sign pendant with a framed Aquarius. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, aquarius, 9K GOLD;
430446;Pendant, Zodiac Sign, Pisces, 9K Gold;A wonderful pendant that represents the zodiac sign Pisces. The pendant is high quality 9K Gold. The surrounding ring has a fine diamond cut. A great birthday gift for a special person! 9K Gold.;pendant zodiac sign, pisces, 9K GOLD;
430447;pendant zodiac sign, aries, 9K GOLD;This is a beautiful zodiac sign pendant with a framed Aries. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, aries, 9K GOLD;
430448;pendant zodiac sign, taurus, 9K GOLD;This is a chic zodiac sign pendant with a framed Taurus. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, taurus, 9K GOLD;
430449;pendant zodiac sign, gemini, 9K GOLD;This is a chic zodiac sign pendant with a framed Gemini. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, gemini, 9K GOLD;
430450;pendant zodiac sign, cancer, 9K GOLD;This is a chic zodiac sign pendant with a framed Cancer. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, cancer, 9K GOLD;
430451;pendant zodiac sign, lion, 9K GOLD;This is a chic zodiac sign pendant with a framed Lion. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, lion, 9K GOLD;
430452;pendant zodiac sign, virgo, 9K GOLD;This is a chic zodiac sign pendant with a framed Virgo. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, virgo, 9K GOLD;
430453;pendant zodiac sign, libra, 9K GOLD;This is a chic zodiac sign pendant with a framed Libra. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, libra, 9K GOLD;
430454;pendant zodiac sign, scorpio, 9K GOLD;This is a chic zodiac sign pendant with a framed Scorpio. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign, scorpio, 9K GOLD;
430455;pendant zodiac sign sagittarius 9K GOLD;This is a chic zodiac sign pendant with a framed Sagittarius. The round border has a sophisticated diamond cut and the pendant has a beautifully carved structure. 9K gold;pendant zodiac sign sagittarius 9K GOLD;
430458;earrings, butterfly, pink-blue 9K GOLD;This is a wonderful cute pair of butterfly ear studs. They are pink-lightblue lacquered and are neatly crafted. Suitable for any occasion they are perfect for the young and the young at heart. 9K gold;earrings, butterfly, pink-blue 9K GOLD;butterfly couple, pink-lightblue lacquered
430460;earrings, ladybird, red-black, 9K GOLD;This is a wonderful cute pair of ladybird ear studs. They are black-red lacquered and are neatly crafted. Suitable for any occasion they are perfect for the young and the young at heart. 9K gold;earrings, ladybird, red-black, 9K GOLD;strolling butterfly couple, black-red lacquered
430461;Pendant, Butterfly, Pink/ Blue, 9K Gold;This is a wonderful little butterfly pendant, which serves perfectly as a present of modern young ladies. A great gift for the first day of school, birthdays or just as a little surprise in between. The wings are pink and light blue lacquered. 9K Gold.;pendant, butterfly pink-blue, 9K GOLD;
430462;pendant, with angel, 14K GOLD;A delicate and sophisticated pendant with German engraved lettering on the front: 'GOTTES SEGEN AUF ALL DEINEN WEGEN'. Even on the back of the pendant you find a writing: 'GOTT SCHÜTZE DICH'. It is cute and expressive, especially with the engraved angel in the front middle. 14K gold;pendant, with angel, 14K GOLD;engraved lettering, front: GOTTES SEGEN AUF ALL DEINEN WEGEN, back: GOTT SCHÜTZE DICH
430463;pendant, hare, 14K GOLD;This is an adorable and chic pendant, shaped as a rabbit. The surface is partly matte-finished, partly shiny polished. Both sides, front and back, are fully formed and the pendant is sophisticatedly made of 14K gold. It is suitable for the young and the young at heart!;pendant, hare, 14K GOLD;dim-glossy surface, massive, front and back fully formed
430464;pendant, old hag, witch, 14K GOLD;This is an adorable and chic pendant, shaped as an old hag. The surface is partly matte-finished, partly shiny polished. Both sides, front and back, are fully formed and the pendant is sophisticatedly made of 14K gold. It is suitable for the young and the young at heart!;pendant, old hag, witch, 14K GOLD;dim-glossy surface, massive, front and back fully formed
430465;pendant, treble clef, 14K GOLD;This is an chic pendant, shaped as a clef. The surface is shiny polished. Both sides, front and back, are fully formed and the pendant is sophisticatedly made of 14K gold. It is suitable for musicians and music fans!;pendant, treble clef, 14K GOLD;brilliant treble clef
430466;earrings, mouse-head, bicoloured 9K GOLD;Eye-catching ear studs, shaped as bicoloured mouse heads. 9K gold.;earrings, mouse-head, bicoloured 9K GOLD;
430467;earrings, small bunny, 9K GOLD;A charming pair of ear studs, formed as small bunnies with black eyes and a dull surface. 9K gold;earrings, small hare, 9K GOLD;matt-shiny, eyes black
430468;earrings, giraffe, 9K GOLD;An aesthetic pair of giraffes with eye-catching red mouth and black eyes. Cute ear studs that catch everyones attention! 9K gold;earrings, giraffe, 9K GOLD;Giraffe with black eyes and red mouth
430469;;;hoop earrings 9x1,3mm, 9K GOLD;
430471;earrings, dolphin, shiny, 8K GOLD;A charming pair of dolphin ear studs for any occasion, formal or casual. 8K gold.;earrings, dolphin, shiny, 8K GOLD;
430475;earrings, nefertiti, shiny, 8K GOLD;A beautiful touch of Egypt. The Nefertiti queen is perfectly shaped in this sophisticated pair of ear studs. The shiny surface and the detailed carving emphasize the elegance of this jewellery pair. 8K gold;earrings, nefertiti, shiny, 8K GOLD;
430476;Dolphin Ear Studs (jumping through a ring), 9K Gold;This pair of ear studs is made for any dolphin lover. A stunt that you usually only see in the dolphins basin can now be admired on your ears. The ring that the dolphin is jumping through is rhodium plated. The dolphin symbolizes strength, safety, emotional security and and vitality, being one of the best friend of a human. 375 Gold, 9K;earrings, dolphin with ring, 9K GOLD;
430484;earrings, ginkgo leaf, 14K GOLD;A charming pair of ginkgo leaf earrings that are fashionable and classic at the same time. The surface is dull and nicely carved. 14K gold;earrings, ginkgo leaf, 14K GOLD;
430486;Pendant, Crucifix, 9K Gold;A great pendant featuring a crucifix. The surface is glossy and the 9K Gold is of great quality. This pendant can be a great symbol for one's religious mindset and truthfulness. 9K Gold.;pendant, crucifix, 9K GOLD;
430491;pendant, clover leaf, 9K GOLD;This is an elegant and sophisticated clover leaf pendant for a necklace. It has a filigree striated surface and suits for any occasion for the young and the young at heart! 9K gold;pendant, clover leaf, 9K GOLD;filigree striated surface
430492;Stud Earrings, White Zirconia, Star, 9K GOLD;A very beautiful and sophisticated pair of zirconia ear studs, that have a filigree striped surface and a gorgeous star shape. 9K gold;earstuds, white zirconia-star, 9K GOLD;filigree striated surface, Cubic Zirconia
430493;pendant, crucifix, two tone, 14K GOLD;This is a delicate and sophisticated cross pendant with the figure of Jesus on the shiny surface. It is beautifully crafted, bicoloured, partly rhodium plated and suitable for any fancy occasion. 14K gold;pendant, crucifix, two tone, 14K GOLD;
430498;Pendant, Cross, Two Tone, 14K Gold;This is a delicate and sophisticated cross pendant with a chic diamond cut on the shiny/dull surface. It is beautifully crafted, bicoloured and suitable for any fancy occasion. 14K gold;pendant, cross, two tone, 14K GOLD;
430499;hoop earrings square 24x3mm 14K GOLD;A chic pair of shiny hinged hoop earrings. The sqared shape with the diamond cut and the rhodium plated extra give them an extraordinary elegant look. 14K gold;hoop earrings square 24x3mm 14K GOLD;
430502;Pendant, Ladybird, Red/Black, 9K Gold;Get this ladybug, before it escapes! This adorable pendant is a nice accessory for every young lady. The wings are red and black lacquered. 9K Gold.;pendant, ladybird red-black, 9K GOLD;
430506;NAVEL-BELLY BAR, BALL AND CONE, 14K GOLD;;navel-belly bar, ball and cone 14K GOLD;barbell length 8mm, ball 3mm, cone 4x4mm
430507;NAVEL-BELLY BAR, 2 CONES, 14K GOLD;;navel-belly bar, 2 cones, 14K GOLD;barbell 8mm, cone 4x4mm
430509;pendant, aquamarin heart, 14K GOLD;A beautiful heart pendant with Aquamarin. Small but sophisticated and chic. 14K;pendant, aquamarin heart, 14K GOLD;
430510;Jewellery Set for Children, Bugs Bunny, 9K Gold;Great children jewellery. This item is licensed with the stamp 'Warner Bros C 2000'. The sale can just happen as a set on this card. The measurements of the ear studs are 12x6mm and the pendant is 15x6mm. The backside is evenly closed. A great gift for birthdays, first day of school or just as a surprise in between. 9K Gold.;set for kids, Bugs Bunny, 9K GOLD;kids jewellery, licenced by Warner Brothers 'Warner Bros C 2000', earrings 12x6mm, pendant 15x6mm
