itemno;title;description;gallay title;gallay description
90101;Pendant, MOM, Zirconia, Silver 925;This pendant is beautiful and symbolic. The word MOM points out the meaning of this pendant, because it is perfect to be given as a present to a mother. The surface is rhodium plated to protect the pendant from tarnishing. The two hearts make the meaning of this gift even more meaningful and the pendant is therefore a great accessory that will be kept for a lifetime. Silver 925.;pendant, MOM, with zirkonia, silver 925;rhodium plated
90102;;;earrings, freshwater culture pearl, 925;kultured freshwater pearl with zirconia, silver 925, rhodium plated
90104;Stud Earrings, Zirconia, Olive Green, Silver 925;A wonderful pair of stud earrings with zirconia covering the entire design. The zirconia crystals in the middle give a nice contrast with an olive green colour. The earrings are chic and elegant and should not be missing in your jewellery case. Silver 925.;earrings zirconias olive, silver 925;
90108;Leverback Earrings, Hearts, Silver 925;This pair of leverback earrings has a stunning design of two movable hearts fitting into eachother. The surface is rhodium plated for protecting the jewellery from tarnishing. The pair has leverback clasps, which are easy to wear and have a sophisticated closing technique. Silver 925.;leverback, earrings, silver 925;hearts moveable, surface rhodinized for tarnish protection
90111;Stud Earrings, Zirconia, Olive Green, Silver 925;A beautiful pair of stud earrings with an olive-green zirconia crystal that is edged by the ear studs' design. A timeless and classic jewellery pair that is great to be given as a present but should also not be missing in your own jewellery case. Silver 925.;earrings,zirconia olive, silver 925;
90114;LEVERBACK EARRINGS, PEARL, SILVER 925;;leverback earrings, pearl, silver 925;freshwater culture pearl 10mm, rhodium plated
90115;Pendant, MOM, Zirconia, Silver 925;This pendant is beautiful and symbolic. The word MOM points out the meaning of this pendant, because it is perfect to be given as a present to a mother. The surface is rhodium plated to protect the pendant from tarnishing. The two hearts make the meaning of this gift even more meaningful and the pendant is therefore a great accessory that will be kept for a lifetime. Silver 925.;pendant, MOM, zirkonia, silver 925;rhodium plated
90116;;;earrings with zirkonia, silver 925;rhodium plated
90118;Leverback Earrings, Diamond Cut, Silver 925;A beautiful pair of earrings with a fine diamond cut and a rhodium plated surface to protect the pendant from tarnishing. Elegant and sophisticated! Silver 925.;leverbacks, earring, silver 925;surface rhodium plated for tarnish protection
90119;pendant, I LOVE YOU, silver 925;This is a wonderful pendant for lovers! It has a shiny surface and a small heart stamped out on one corner. The engraving on the pendant says: 'I LOVE YOU' and it is sophisticatedly made of silver 925.;pendant, I LOVE YOU, silver 925;rectangle pendant with smooth surface, bearing recessed lines and the lettering 'I LOVE YOU', cut out heart in the lower right corner
90120;Stud Earrings, Red Hearts with Zirconia, Silver 925;This pair of earrings is a wonderful gift for a child. The red hearts look well made and chic and the zirconia crystal gives an extra elegant touch to the pair of jewellery. With this pair of earrings, you can never lie wrong. Every girl would love to have it! Silver 925.;earrings, red hearts, silver 925;kids jewellery
90121;earrings, ginkgo leaf, silver 925;A beautiful pair of ear studs. Shaped as ginkgo leafs (7mm) with a shiny surface they are a perfect neutral accessory for any occasion. Silver 925;earrings, ginkgo leaf, silver 925;
90122;;;pendant, U-shaped, silver 925;2x synthetic sapphire
90123;Stud Earrings, U-shaped, Silver 925;This pair of stud earrings has a beautiful design of 2 synthetic, sapphire crystals in a U-shaped silver frame. The earrings are unique and elegant and they will be suitable at any occasion. Silver 925.;earrings, U-shaped, silver 925;2x synthetic sapphire
90124;Stud Earrings, Bloodstone, 4mm, Silver 925;A chic pair of bloodstone stud earrings. The diameter is 4mm and the jewellery is well finished. An elegant and classic pair of earstuds! Silver 925.;earrings, bloodstone 4mm, silver 925;
90125;Pendant, Cancer, Silver 925;A beautiful cancer pendant with a rhodium plated surface for protecting the pendant from tarnishing. The pendant is classic and timeless and can be worn for any occasion. A great accessory and a great gift. Silver 925.;pendant, cancer, silver 925;surface rhodium plated for tarnish protection
90129;Pendant, Butterfly, Silver 925;This pendant is a beautiful butterfly pendant of 8mm. It is pink and light-blue lacquered and the jewellery piece is well finish in every detail. A great necklace pendant for a young girl or a young-hearted person. Silver 925.;pendant, butterfly, silver 925;ca. 8mm,  pink and light-blue
90130;leverback earrings, butterfly silver 925;This is a wonderful cute pair of butterfly leverback earrings. They are pink-lightblue lacquered and neatly crafted. Suitable for any occasion they are perfect for the young and the young at heart. silver 925;leverback earrings, butterfly silver 925;pink-blue lacquered
90131;earrings, ginkgo leaf, silver 925;A beautiful pair of ear studs. Shaped as ginkgo leafs (7mm) with a matte-finished surface they are a perfect neutral accessory for any occasion. Silver 925;earrings, ginkgo leaf, silver 925;
90132;Leverback Earrings, Fantasy, Silver 925;A chic pair of earrings with best quality features. The surface of the beautifully designed earring charms is partly matte-finished, partly shiny. A special jewellery piece for a special person! Silver 925;leverback earrings, fantasy, silver 925;
90133;Pendant, Elephant, Silver 925;A beautiful pendant shaped as an elephant with a rhodium plated surface to protect the pendant from tarnishing. The pendant is partly matte finished, which makes it look elegant and sophisticated. High quality. Silver 925.;pendant, elephant, silver 925;surface rhodinized for tarnish protection
90134;Pendant, Butterfly, Silver 925;This butterfly pendant is studded with zirconia crystals and the surface is rhodium plated to protect the jewellery piece from tarnishing. The beautiful design lets the pendant become an eyecatcher at any time! Silver 925.;pendant, butterfly, silver 925;micro pave - micro settings with zirconias, surface rhodinized for tarnish protection
90137;PENDANT, FAIRY, SILVER 925,  NEW;;pendant, fairy, silver 925;surface rhodinized for tarnish protection
90138;Pendant, Peace Sign, Silver 925;A beautiful pendant that should not be missing in your jewellery case and has a classic and timeless design. This peace pendant has a very symbolic meaning and can therefore serve as a great gift. Silver 925.;pendant, peace sign, silver 925;
90139;Pendant, Wing, Silver 925;This is a beautiful silver 925 pendant of best quality. The pendant, shaped as a large wing of an angel, has a diamond cut on its surface. It is a great gift with the meaning of being a wonderful protecting charm for a special person. Especially on a long necklace chain this pendant will look stunning and fashionable throughout the whole year.;pendant, wing, silver 925;surface rhodinized for tarnish protection
90148;;;pendant, white bead, silver 925;
90155;pendant, football shoe, silver 925;This is the perfect pendant for football passionate people. This pendant is a football shoe and suitable for the young and the young-hearted! Silver 925;pendant, football shoe, silver 925;
90157;Pendant, Cross with CZ, Silver 925;A beautiful pendant that should not be missing in your jewellery case and has a classic and timeless design with 5 cubic zirconia elements. This cross pendant has a very symbolic meaning and can therefore serve as a great gift. Silver 925.;pendant cross with CZ, silver 925;5x zirconia
90160;Pendant, Heart with 2 Doves, Silver 925;This heart pendant has a special addition of 2 doves sitting on the frame of the heart. The micro setting of studded zirconia crystals is of high quality. The doves stand for peace and the good in people. The surface of the pendant is rhodium plated and protects the jewellery piece therefore from tarnishing. A beautiful accessory for any occasion! Silver 925.;pendant, heart with 2 doves, silver 925;micro pave - micro settings with zirconias, surface rhodinized for tarnish protection
90161;Pendant, Key, Silver 925;A beautiful pendant that should not be missing in your jewellery case and has a classic and timeless design. This peace pendant has a very symbolic meaning and can therefore serve as a great gift. The surface is rhodium plated and thereby protected from tarnishing. Silver 925.;pendant, key, silver 925;surface rhodinized for tarnish protection
90162;Pendant, Bird with Zirconia Crystals, Silver 925;This bird pendant is studded with zirconia and the surface is rhodium plated to protect the jewellery piece from tarnishing. The beautiful design lets the pendant become an eyecatcher at any time! The bird symbolizes a dove, which carries the meaning of peace and a happy life. Silver 925.;pendant, bird with zirconias, silver 925;micro pave - micro settings with zirconias, surface rhodinized for tarnish protection
90165;Stud Earrings, Zirconia Crystals, Silver 925;This is a beautiful pair of stud earrings with a unique design that looks chic and eyecatching. The zirconia crystal on each earrings gives and extra special touch to the jewellery pair. Silver 925.;stud, with zirconia, silver 925;
90166;pendant, 6mm football shiny, silver 925;This is the perfect pendant for football passionate people. This pendant is a chic football and suitable for the young and the young-hearted! Silver 925;pendant, 6mm football shiny, silver 925;
