itemno;title;description;gallay-title;gallay-description
00507;;Rot ist in diesem Herbst und Winter die vorrangige Modefarbe und passend dazu bieten wir diese tolle Modeschmuck-Kette mit ausgefallenen Kunststoffteilen für die modemutige Trägerin. Die Kombination aus Kordel und Perlen trägt sich angenehm am Hals, der Verschluss ist silberfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Würfel und Rillenolive rot;-
00508;;Collier passend zur aktuellen Herbst- und Wintermode, kunstvoll gefertigter Metallanhänger aus Zinnguss lackiert mit Ornamenten in schwarz, 59x28mm, an Kordel 3mm schwarz, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Platte silber, Aufsatz schwarz;Collier passend zur aktuellen Herbst- und Wintermode, kunstvoll gefertigter Metallanhänger aus Zinnguss lackiert mit Ornamenten in schwarz, 59x28mm, an Kordel 3mm schwarz, Verschluss silber-farbig
00509;;dekoratives Collier mit 8mm Kunststoffperlen apricot-matt, geknotet, Verschluss silber-farbig;Kette, Fadenketten, aprikot;dekoratives Collier mit 8mm Kunststoffperlen apricot-matt, geknotet, Verschluss silber-farbig
00511;;Tolle Halskette mit einer Kombination aus hochwertig gefertigten Glasteilen in wunderschön leuchtendem Rot und facettierter Perle kristall, silber-verspiegelt. Das Muster der Kette setzt sich bis in den hinteren Halsbereich fort und eignet sich dadurch auch für besonders halsferne Oberteile. Der weiche Stahldraht ist kunstoffummantelt rot und schmiegt sich angenehm am Hals an. Verschluss ist silberfarbig und mit einem Verlängerungskettchen bieten sich vielfältige Tragemöglichkeiten. Ein besonderer Eyecatcher zu femininer Frühjahr- und Sommermode! Wie gewohnt traditionell aus eigener Herstellung.;Kette, Draht mit Glasperle rot;-
00513;;Tolle Halskette mit einer Kombination aus hochwertig gefertigten Glasteilen in wunderschön leuchtendem Rot und facettierter Perle kristall, silber-verspiegelt. Das Muster der Kette setzt sich bis in den hinteren Halsbereich fort und eignet sich dadurch auch für besonders halsferne Oberteile. Der weiche Stahldraht ist kunstoffummantelt rot und schmiegt sich angenehm am Hals an. Verschluss ist silberfarbig und mit einem Verlängerungskettchen bieten sich vielfältige Tragemöglichkeiten. Ein besonderer Eyecatcher zu femininer Herbst- und Wintermode! Wie gewohnt traditionell aus eigener Herstellung.;Kette, Glas, rot, silber-verspiegelt;-
00515;;;Kette, Barockperle rosa, silberfarbig;-
00517;;;Kette, Rohr flach-gebogen, gelb-oliv;zeitloses Collier mit Kunststoff-Teil 54x19mm in oliv-gelb-marmoriert, jedes Teil ein Unikat! 3-fach Kordel 1,0mm sonnengelb, Verschluss silber-farbig mit Verlängerungskettchen
00519;;Dieser tolle Ohrclip mit einer Oberfläche wie Hammerschlag ist ein tolles Accessoires für Ihre aktuelle Herbst- und Wintermode 2013. Die Grundfarbe ist rot mit AB-Schimmer und die kleinen Vertiefungen sind weiß-lackiert.;Clip, 18mm, gehämmert, rot-weiß-AB;-
00520;;;Clip, gehämmert, flieder-weiß-AB;-
00521;;Hochwertig gearbeitete Kombination aus Kunststoffteilen in rot und schwarz. Besonderer Eyecatcher ist die mittlere große Perle die an einen gebrochenen Kieselstein erinnert. Komplettiert wird die Kette mit Baumwollkordel hellrot, der Verschluss ist silberfarbig um mit dem Verlängerungskettchen bieten sich vielfältige Kombinationsmöglichkeiten. Damit komplettieren Sie Ihre Herbst-und Wintergarderobe! Wie gewohnt traditionell in Deutschland gefertigte Handarbeit.;Kette, Kiesel rot-schwarz, Kordel;-
00522;;Modeschmuck-Kette mit 2-fach Kordel rot, 3 Kunststoffscheiben hellrot-marmoriert, jedes Teil ein Unikat, kombiniert mit kleinen Walzen in rot-transparent, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, 3x Scheibe rot-marmoriert;-
00523;;Diese Modeschmuck-Kette ist ein tolles I-Tüpfelchen zu Ihrer Sommergarderobe! hochwertige Kunststoffteile in verschiedenen Formen in korallenrot, seidig glänzend, wurden kombiniert und mit 2-fach Baumwollkordel rot verbunden, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Scheibe koralle-seidig;-
00524;;Collier mit 5 hochwertigen Kunststoff-Steinperlen aprico-rot und innen silber-verspiegelt, kombiniert mit verchromten Kunststoff-Teilen, 4-fach Kordel rot, Verschluss silber-farbig mit Verlängerungskettchen, ein schickes Accessoires zu sommerlichen Shirts und Blusen oder Sommerkleidern, in Deutschland gefertigte Handarbeit;Kette, Steinperle apricot-silbergrau;-
00525;;Collier mit 2-fach Kordel rot, 3 Kunststoffscheiben dunkelrot-marmoriert, jedes Teil ein Unikat, kombiniert mit kleinen Würfeln in rot-marmoriert, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, 3x Scheibe dunkelrot-marmoriert;-
00528;;Modische schwarz-weiß Kombination aus verschiedenen ausgefallenen Kunststoff-Teilen mit Baumwollkordel schwarz, ein MUSS für Ihre Garderobe. Ein besonderes Highlight ist die tolle Kunststoff-Perle in der Mitte, sie hat eine Gravur und diese ist weiß ausgemalt. Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Gravurperle schwarz-weiß;-
00530;;Modeschmuck-Kette mit 2-fach Kordel weiß, 3 Kunststoffscheiben weiß-grau-marmoriert, jedes Teil ein Unikat, kombiniert mit kleinen Würfeln in weiß-grau-marmoriert, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, 3x Scheibe weiß-grau-marmoriert;-
00531;;sommerliches Collier mit dekorativer Kunststoffperle weiß-matt mit aufgespritzen Fäden in schwarz kombiniert mit facettierter Walze schwarz, auf 2-fach Stahldraht schwarz, kunststoff-ummmantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perle weiß mit Fäden schwarz;-
00533;;;Kette, hellblau-stahlblau;-
00534;;;Kette, Blumenperlen türkis-transparent;-
00535;;;Clip, rund, schwarz-glänzend, gehämmert;Clip mit Kunststoff-Bouton 16mm in schwarz-glänzend, Oberfläche wie gehämmert, Clipmechanik Messing gebeizt
00536;;;Clip, 30, beige-weiß mit rotbraun;toller Clip passend zur aktuellen Sommermode, aus Kunststoff, Grundfarbe beige-seidig mit kleinen Punkten in weiß und braun, jedes Teil ein Unikat, Clipmechanik Platin rhodiniert
00538;;;Kette, hellblau-türkis-transparent;-
00539;;Raffiniertes Modeschmuck-Collier in leuchtendem Türkis mit Kunststoffperlen in ausgefallenen Formen, kombiniert mit verchromten Dreieckperlen, in denen sich die Farbe toll wiederspiegelt. Ein tolles Accessoires zu angesagter Jeans-Mode. In Deutschland gefertigte Handarbeit.;Kette, Dreieckperlen türkis-chrom;-
00540;;;Kette, 5x Blattperle, blau-seidig;-
00542;;;Kette, Rosenperle griechisch, hellblau;-
00543;;;Kette, Schraubenperle blau;
00544;;edles Collier mit Scheibe, 42mm, mit schwarzem Samt bezogen an Samtband, Verschluss gold-farbig mit Verlängerungskettchen;Kette, Scheibe, samt-schwarz;edles Collier mit Scheibe, 42mm, mit schwarzem Samt bezogen an Samtband, Verschluss gold-farbig mit Verlängerungskettchen
00547;;;Clip, 30, rotbraun-schwarz-weiß;toller Clip passend zur aktuellen Sommermode, aus Kunststoff, Grundfarbe rotbraun-seidig mit kleinen Punkten in weiß und schwarz, jedes Teil ein Unikat, Clipmechanik Platin rhodiniert
00548;;dekoratives Collier mit Walzenperle 30x23mm rostbraun-flitter als Blickfang, jede Perle ein Unikat, kombiniert mit ausgefallenen Kunststoffperlin in braun, schildpatt und rostbraun, 2-fach Kordel 0,6mm in braun, längenverstellbar mittels Schiebeknoten, in Deutschland gefertigte Handarbeit;Kette, braun-rostbraun-flitter;dekoratives Collier mit Walzenperle 30x23mm rostbraun-flitter als Blickfang, jede Perle ein Unikat, kombiniert mit ausgefallenen Kunststoffperlin in braun, schildpatt und rostbraun, 2-fach Kordel 0,6mm in braun, längenverstellbar mittels Schiebeknoten
00552;;Collier mit Wellenperle 18mm in weiß mit aufgespritzten Wellen, kombiniert mit kleiner Walze 10mm in schwarz-glänzend, 2-fach 0,6mm Kordel in schwarz, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Wellenperle weiß-schwarz;Collier mit Wellenperle 18mm in weiß mit aufgespritzten Wellen, kombiniert mit kleiner Walze 10mm in schwarz-glänzend, 2-fach 0,6mm Kordel in schwarz, Verschluss silber-farbig mit Verlängerungskettchen
00555;;dekoratives, aufwendig gearbeitetes Collier, 51-reihig, Glasperlen schwarz und silberfarbig überzogen, Verschluss Karabiner silberfarben, nickelfrei;Kette, Rocaille-Glas schwarz-silber;dekoratives, aufwendig gearbeitetes Collier, 51-reihig, Glasperlen schwarz und silberfarbig überzogen, Verschluss Karabiner silberfarben
00557;;Diese Kette passt hervorragend zum angesagten African-Style in der aktuellen Herbst- und Wintermode. Auf der großen Kunststoff-Scheibe, Durchmesser 75mm, in oliv liegt ein raffiniert gearbeiteter Kunststoff-Tigerkopf. Die Oberfläche ist galvanisiert in altmessing. Getragen wird der Anhänger mit einer Baumwollkordel hellbraun. Der Schmuck wird traditionell in Handarbeit gefertigt.;Kette, Platte mit Tigerkopf altmessing;große Kunststoff-Scheibe, 75mm, in oliv verbunden mit Kunststoff-Tigerkopf, Oberfläche galvanisiert in altmessing, an Kordel hellbraun
00559;;;Brosche, Eichenlaub, altsilber-farbig;-
00561;;;Ohrhaken, Schmetterling, Schliff, kiwi;-
00563;;;Ohrhaken, Herz, Schliff, kiwi;
00564;;;Ohrhaken, Schmetterling, Schliff, türkis;-
00565;;;Ohrhaken, Herz, Schliff, orange-rot;-
00566;;;Brosche, Enzian, altsilber-farbig;-
00567;;Dieses absolut zeitlose Panzercollier aus schwarzen Kunststoff-Teilen passt perfekt zu Ihrer gesamten Mode und könnte sich bald zu einem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen;Kette, Weitpanzer schwarz-glänzend;Dieses absolut zeitlose Panzercollier aus schwarzen Kunststoff-Teilen passt perfekt zu Ihrer gesamten Mode und könnte sich bald zu einem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen.
00571;;Dieses tolle Panzercollier aus grünen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen;Kette, Weitpanzer grün-matt;Dieses tolle Panzercollier aus grünen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und ist könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen.
00574;;Dieses tolle Panzercollier aus jeansblauen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen;Kette, Weitpanzer jeansblau-matt;Dieses tolle Panzercollier aus jeansblauen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und ist könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen.
00577;;Dieses tolle Panzercollier aus apricot-farbigen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen;Kette, Weitpanzer apricot-matt;Dieses tolle Panzercollier aus apricot-farbigen Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und ist könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen.
00578;;sommerliches Collier mit Glasperlen rosa, Blickfang bildet ein dekorativer Glasanhänger in Form eines Seestern 33x29mm kristall-AB, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Glasperle rosa, Seestern;Collier mit Glasperlen rosa kombiniert mit dekorativem Glasanhänger in Form eines Seestern kristall-AB, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
00579;;Dieses tolle Panzercollier aus sonnengelben Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen;Kette, Weitpanzer sonnengelb-matt;Dieses tolle Panzercollier aus sonnengelben Kunststoff-Teilen komplettiert wunderbar Ihre Sommermode und ist könnte sich bald zu Ihrem absoluten Lieblingsstück entwickeln! Die Kettenglieder sind 18mm breit und der Verschluss ist silberfarbig mit einem großen Karabiner und Verlängerungskettchen.
00580;;Zeitloses Collier aus hochwertigen Kunststoffperlen, Durchmesser 10mm, in tollem Rot durchgefärbt und glänzender Oberfläche. Der Verschluss ist silberfarbig und längenverstellbar mittels Verlängerungskettchen. Wie gewohnt traditionell in eigener Herstellung gefertigt.;Kette, Perle 10mm, rot-glänzend, 45cm;-
00581;;Collier mit Glasperlen rosa, Blickfang bildet ein dekorativer Glasanhänger in Form eines Stern 38x38mm kristall-AB, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Glas, Perle rosa, Stern rosa;Collier mit Glasperlen rosa kombiniert mit dekorativem Glasanhänger in Form eines Stern kristall-AB, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
00582;;Zeitloses Collier aus hochwertigen Kunststoffperlen, Durchmesser 10mm, in tollem Rot durchgefärbt und glänzender Oberfläche. Der Verschluss ist silberfarbig und längenverstellbar mittels Verlängerungskettchen. Wie gewohnt traditionell in eigener Herstellung gefertigt.;Kette, Perle 10mm, rot-glänzend, 42cm;-
00584;;;Tuchperle, Spirale horn-gelb-braun;-
00587;;dekoratives Collier mit Perlen in schwarz und silber, Mittelperle 22mm, 2-fach Draht kunststoffummantelt in schwarz und silber, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, schwarz-silber-glänzend, Draht;dekoratives Collier mit Perlen in schwarz und silber, Mittelperle 22mm, 2-fach Draht kunststoffummantelt in schwarz und silber, Verschluss silber-farbig mit Verlängerungskettchen
00588;;;Kette, Perle schwarz, Viereck chrom;Strass-Steine, altsilber kristall
00600;;;Kette, Rillenolive schwarz-glanz, 42cm;-
00601;;;Kette, Rillenolive schwarz-glanz, 50cm;kleine Perle 5mm
00604;;Dieser Ohrstecker in modisch leuchtendem rot aus Kunststoff, Steckerstift rhodiniert, passt toll zur aktuellen Herbst- und Wintermode.;Stecker, 13mm, satt-rot-glänzend;Ohrstecker in modischem rot aus Kunststoff, Steckerstift rhodiniert, passt toll zur aktuellen Sommermode
00605;;;Kette, Rillenolive schwarz-glanz, 80cm;kleine Perle 5mm
00607;;;Kette, Rillenolive und Perle rot, 42cm;kleine Perle 6mm
00608;;;Kette, Rillenolive und Perle rot, 50cm;kleine Perle 6mm
00609;;;Kette, Rillenolive und Perle rot, 80cm;kleine Perle 6mm
00610;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Band, 4mm Gummi, 55cm, silber-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss silber-farbig mit Verlängerungskettchen
00612;;;Kette, Barockperle, rot-schwarz, 42cm;-
00613;;;Band, 5-fach Stahldraht ummantelt, 50cm;mit Verschluss
00615;;Collier mit dekorativen Kunststoffperlen in aktuellen lila-tönen kombiniert mit silber-farbigen Perlen, 2-fach Draht kunststoffummantelt silber-farbig, Verschluss silber-farbig mit Verlängerungskettchen;Kette, lila-marmoriert-silber, Draht;Collier mit dekorativen Kunststoffperlen in aktuellen lila-tönen kombiniert mit silber-farbigen Perlen, 2-fach Draht kunststoffummantelt silber-farbig, Verschluss silber-farbig mit Verlängerungskettchen
00616;;;Kette, Anhänger Zinn, Gott der Inka;-
00618;;Collier mit 3x Kunststoff-Scheibe 22mm flieder-marmoriert, kombiniert mit farblich passenden Kunststoff-Perlen in flieder seidig-glänzend und Scheibe in altsilber, 2-fach 0,6mm Kordel in lila, Verschluss silber-farbig mit Verlängerungskettchen;Kette, flieder-marmoriert-altsilber;Collier mit 3x Kunststoff-Scheibe 22mm flieder-marmoriert, kombiniert mit farblich passenden Kunststoff-Perlen in flieder seidig-glänzend und Scheibe in altsilber, 2-fach 0,6mm Kordel in lila, Verschluss silber-farbig mit Verlängerungskettchen
00619;;;Kette, 3x großer Kiesel rot-schwarz;-
00620;;;Kette, Viereck gewellt, leuchtend rot;-
00621;;;Kette, Anhänger Zinn, mit Einlage grün;mit gewölbter Kunststoff-Einlage jadefarben
00627;;dekoratives Collier mit Holzwürfel dunkelbraun und 20mm ocker-orangefarbige Kunststoffperlen, an 2-fach Kordel gelbund dunkelbraun, längenverstellbar mittels Schiebeknoten, in Deutschland gefertigte Handarbeit;Kette, gelb-braun, Holzwürfel-dunkel;Holzwürfel und ocker-orangefarbige Kunststoffperlen, Kordel gelb-braun, große Perlen 20mm
00629;;Collier mit hochwertigen 20mm Kunststoffperlen wie bernstein, modisch kombiniert mit Holzperlen dunkelbraun, an Doppelkordel braun, längenverstellbar mit Schiebeknoten, in Deutschland gefertigte Handarbeit;Kette, bernstein-matt, Holz ockerton;hochwertige Kunststoff- und Holzperlen in Kombination, Doppelkordel 2x braun mit Schiebeknoten
