itemno;title;description;abe-title;abe-description
102018-50;;;Kette, Weitpanzer, 50cm, Silber 925;6x diamantiert
102018-55;;;Kette, Weitpanzer, 55cm, Silber 925;6x diamantiert
102019-19;;;Schildband Armband Weitpanzer Silber 925;Identitätsarmband, Gravurplatte 37x7mm hochglänzend, Weitpanzer 2x diamantiert
102020-20;;;Schildband Armband Weitpanzer Silber 925;Identitätsarmband, Gravurplatte 40x9mm, hochglänzend
103000-19;;;Armband, Zwillingspanzer, Silber 925;2x diamantiert
103000-21;;;Armband, Zwillingspanzer, Silber 925;2x diamantiert
103000-42;;;Kette, Zwillingspanzer, Silber 925;2x diamantiert
103000-45;;;Kette, Zwillingspanzer, Silber 925;2x diamantiert
103000-50;;;Kette, Zwillingspanzer, Silber 925;2x diamantiert
103000-55;;;Kette, Zwillingspanzer, Silber 925;2x diamantiert
103000-60;;;Kette, Zwillingspanzer, Silber 925;2x diamantiert
103004-19;;;Schildband, Armband Zwillingspanzer, 925;Identitätsarmband, Gravurplatte 31x4,5mm glänzend, Federring 7mm,  2x diamantiert
103007-19;;;Armband 11mm Zwillingspanzer, Silber 925;6x diamantiert
103007-21;;;Armband 11mm Zwillingspanzer, Silber 925;6x diamantiert
103007-23;;;Armband 11mm Zwillingspanzer, Silber 925;6x diamantiert
103007-50;;;Kette 11mm Zwillingspanzer, Silber 925;6x diamantiert
103007-55;;;Kette 11mm Zwillingspanzer, Silber 925;6x diamantiert
105001-42;;;Kette, Stegpanzer 6x diamantiert, 925;Oberfläche satiniert, Rückseite glänzend, 6x diamantiert
105001-45;;;Kette, Stegpanzer 6x diamantiert, 925;Oberfläche satiniert, Rückseite glänzend, 6x diamantiert
105101-19;;;Armband, Stegpanzer 2x diam, Silber 925;2x diamantiert
105101-42;;;Kette, Stegpanzer 2x diam, Silber 925;2x diamantiert
105101-45;;;Kette, Stegpanzer 2x diam, Silber 925;2x diamantiert
105101-50;;;Kette, Stegpanzer 2x diam, Silber 925;2x diamantiert
105102-19;;;Armband, Stegpanzer, Silber 925;2x diamantiert
105102-42;;;Kette, Stegpanzer, Silber 925;2x diamantiert
105102-45;;;Kette, Stegpanzer, Silber 925;2x diamantiert
105102-50;;;Kette, Stegpanzer, Silber 925;2x diamantiert
105401-42;;;Kette, S-Panzer diamantiert Silber 925;2x diamantiert
105401-45;;;Kette, S-Panzer diamantiert Silber 925;2x diamantiert
105501-19;;;Armband, S-Panzer diamantiert Silber 925;2x diamantiert
105501-42;;;Kette, S-Panzer diamantiert Silber 925;2x diamantiert
105501-45;;;Kette, S-Panzer diamantiert Silber 925;-
105501-50;;;Kette, S-Panzer diamantiert Silber 925;2x diamantiert
105801-21;;;Armband, S-Panzer diamantiert Silber 925;-
105801-50;;;Kette, S-Panzer diamantiert Silber 925;-
105801-55;;;Kette, S-Panzer diamantiert Silber 925;-
105801-60;;;Kette, S-Panzer diamantiert Silber 925;-
106001-19;;;Armband, Panzer flach oval, Silber 925;-
106001-21;;;Armband, Panzer flach oval, Silber 925;-
106001-42;;;Kette, Panzer flach oval, Silber 925;-
106001-45;;;Kette, Panzer flach oval, Silber 925;-
106001-50;;;Kette, Panzer flach oval, Silber 925;-
106003-45;;;Kette, Panzer flach oval, Silber 925;-
106003-50;;;Kette, Panzer flach oval, Silber 925;-
106100-27;;dezentes Fußkettchen Venenzianer diamantiert mit 3 Ösen bei 23, 25 und 27cm, den Abschluss bildet eine 4mm Endkugel, Ein tolles Schmuckstück für warme Sommertage!;Fußkette, 1mm Venezianer, Silber 925;3 Ösen bei 23, 25 und 27cm, 4mm Endkugel, diamantiert
106100-36;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 36cm, Silber 925;diamantiert
106100-38;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 38cm, Silber 925;diamantiert
106100-40;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 40cm, Silber 925;diamantiert
106100-42;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 42cm, Silber 925;diamantiert
106100-45;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 45cm, Silber 925;diamantiert
106100-50;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 50cm, Silber 925;diamantiert
106100-60;;Hochwertig gearbeitete Halskette Venezianer, 1mm breit, fein diamantiert aus 925er Silber zum kombinieren mit kleinen Anhängern oder auch separat als dezenter Schmuck zu tragen, ein Schmuckstück das in keinem Schmuckkästchen fehlen sollte!;Kette, 1mm Venezianer, 60cm, Silber 925;diamantiert
106103-36;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106103-38;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106103-40;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106103-42;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106103-45;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106103-50;;;Kette, 1.3mm Venezianer, Silber 925;diamantiert
106105-45;;;Kette, Venezianer, Silber 925;-
106105-50;;;Kette, Venezianer, Silber 925;-
106105-55;;;Kette, Venezianer, Silber 925;-
106105-60;;;Kette, Venezianer, Silber 925;-
106105-70;;;Kette, Venezianer, Silber 925;-
109000-45;;;Kette, Venezianer rund, Silber 925;abgerundete Kettenglieder, sehr geschmeidiger Verlauf
109000-50;;;Kette, Venezianer rund, Silber 925;abgerundete Kettenglieder, sehr geschmeidiger Verlauf
109000-70;;;Kette, Venezianer rund, Silber 925;abgerundete Kettenglieder, sehr geschmeidiger Verlauf
109000-80;;;Kette, Venezianer rund, Silber 925;abgerundete Kettenglieder, sehr geschmeidiger Verlauf
109001-45;;;Kette, Venezianer Fantasie, Silber 925;ähnlich dem Venezianer-Muster, sehr geschmeidiger Verlauf
109002-45;;;Kette, Venezianer Fantasie, Silber 925;ähnlich dem Venezianer-Muster, sehr geschmeidiger Verlauf
109003-19;;;Armband, Venezianer-Vierkant, Silber 925;Kette ist 4-seitig glatt diamantiert, sehr flexibel
109003-42;;;Kette, Venezianer-Vierkant, Silber 925;Kette ist 4-seitig glatt diamantiert, sehr flexibel
109003-45;;;Kette, Venezianer-Vierkant Silber 925;Kette ist 4-seitig glatt diamantiert, sehr flexibel
110004-45;;;Kette, Figaro Muster diamantiert, 925;mit Muster diamantierte Oberseite, ansonsten 6-seitig diamantiert
110004-50;;;Kette, Figaro Muster diamantiert, 925;mit Muster diamantierte Oberseite, ansonsten 6-seitig diamantiert
110004-55;;;Kette, Figaro Muster diamantiert, 925;mit Muster diamantierte Oberseite, ansonsten 6-seitig diamantiert
110012-19;;;Armband, Figaro flach, 19cm, Silber 925;6-fach diamantiert
110012-21;;;Armband, Figaro flach, 21cm, Silber 925;6-fach diamantiert
110012-45;;;Kette, Figaro flach, 45cm, Silber 925;6-fach diamantiert
110012-50;;;Kette, Figaro flach, 50cm, Silber 925;6-fach diamantiert
110012-55;;;Kette, Figaro flach, 55cm, Silber 925;6-fach diamantiert
110012-60;;;Kette, Figaro flach, 60cm, Silber 925;6-fach diamantiert
110013-19;;;Schildband, Armband Figaro, Silber 925;Identitätsarmband, Gravurplatte 36x7mm, hochglänzend
110014-18;;;Schildband, Armband Figaro, Silber 925;Identitätsarmband, Gravurplatte 31x4,3mm, hoch-glänzend, 2x diamantiert
110022-21;;;Schildband, Peace u. Love, 6x diam, 925;Identitätsarmband mit Lasergravur, 6x diamantiert
110023-21;;;Schildband, mit Pfeil, 6x diam, 925;Identitätsarmband mit Pfeil, 6x diamantiert
110024-21;;;Schildband, Lasergravur, 6x diam, 925;Identitätsarmband mit Lasergravur, 6x diamantiert
110026-19;;Identitätsarmband mit flacher Figarokette 2x diamantiert, Kettenglieder 5+1, Platte 5,8x29mm, Ein wunderschönes Schmuckstück für ein sehr persönliches Geschenk zum Geburtstag, Jugendweihe, Konfirmation, Weihnachten oder einfach mal als kleine Überraschung zwischendurch.;Schildband, Figaro 5+1, Silber 925;Identitätsarmband mit flacher Figarokette 2x diamantiert, Kettenglieder 5+1, Platte 5,8x29mm
110027-17;;Identitätsarmband mit flacher Figarokette 2x diamantiert, Kettenglieder 5+1, Platte 5,8x29mm, Ein wunderschönes Schmuckstück für ein sehr persönliches Geschenk zum Geburtstag, Jugendweihe, Konfirmation, Weihnachten oder einfach mal als kleine Überraschung zwischendurch.;Schildband, Figaro 5+1, Silber 925;Identitätsarmband mit flacher Figarokette 2x diamantiert, Öse bei 15 und 17cm, Kettenglieder 5+1, Platte 5,8x29mm
110028-14;;;Schildband für Kinder Figaro Silber 925;Identitätsarmband mit Figarokettchen rhodiniert, diamantiert, Öse bei 12cm, Gesamtlänge 14cm, Platte ca. 5x25mm
110029-14;;;Schildband mit Herz f. Kinder Silber 925;Identitätsarmband mit Figarokettchen rhodiniert, diamantiert, Öse bei 12cm, Gesamtlänge 14cm, Platte mit Herz ca. 5x25mm
110030-18;;;Schildband, Figaro 3+1, Silber 925;Identitätsarmband mit Figarokette 2x diamantiert, Kettenglieder 3+1, Gravurplatte 5x26mm, Rand diamantiert
111001-19;;;Armband, Ankerkette 4x diam, Silber 925;4x diamantiert
111001-50;;;Kette, Ankerkette 4x diamantiert, 925;4x diamantiert
111003-19;;Stilvolles Armband aus 925er Silber mit großen Ankergliedern zum Einhängen von Charms, damit können Sie sich ein ganz persönliches Schmuckstück mit kleinen Erinnerungen kreieren. Auch toll als Geschenk für einen besonders lieben Menschen den Sie überraschen möchten!;Armband, Ankerkette oval, Silber 925;-
111003-21;;Stilvolles Armband aus 925er Silber mit großen Ankergliedern zum Einhängen von Charms, damit können Sie sich ein ganz persönliches Schmuckstück mit kleinen Erinnerungen kreieren. Auch toll als Geschenk für einen besonders lieben Menschen den Sie überraschen möchten!;Armband, Ankerkette oval, Silber 925;-
111003-50;;;Kette, Ankerkette oval, Silber 925;-
111003-60;;Diese tolle Ankerkette aus 925er Silber ist ein toller Eyecatcher und erscheint besonders edel. Sie eignet sich aber auch besonders gut zum Einhängen von Charms oder kombiniert mit einem besonders großen Anhänger.;Kette, Ankerkette oval, Silber 925;-
111003-70;;Diese tolle Ankerkette aus 925er Silber ist ein toller Eyecatcher und erscheint besonders edel. Sie eignet sich aber auch besonders gut zum Einhängen von Charms oder kombiniert mit einem besonders großen Anhänger.;Kette, Ankerkette oval, Silber 925;-
111003-90;;;Kette, Ankerkette oval, Silber 925;Kette ist 89cm lang.
111004-19;;;Armband, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-21;;;Armband, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-42;;;Kette, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-45;;;Kette, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-50;;;Kette, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-70;;;Kette, Ankerkette oval, Silber 925;ovale Kettenglieder
111004-80;;;Kette, Ankerkette oval, Silber 925;ovale Kettenglieder
111005-21;;;Armband, Ankerkette große Glieder, 925;ovale Kettenglieder ca. 12x8mm, außen glänzend, innen gemustert
111006-50;;;Kette, Ankerkette weit, 925;Kettenglieder ca. 8x3mm
111007-19;;;Armband Anker 8x diamantiert Silber 925;8x diamantiert
111007-21;;;Armband Anker 8x diamantiert Silber 925;-
111007-38;;;Kette Anker 8x diamantiert Silber 925;8x diamantiert
111007-42;;;Kette Anker 8x diamantiert Silber 925;8x diamantiert
111007-45;;;Kette Anker 8x diamantiert Silber 925;8x diamantiert
111007-50;;;Kette Anker 8x diamantiert Silber 925;8x diamantiert
111007-60;;;Kette Anker 8x diamantiert Silber 925;8x diamantiert
111011-38;;;Kette Anker Charmeinhänger Silber 925;Rundankerkette mit Ring 12,5mm zum Einhängen von 1 bis 16 Charms, 6cm Verlängerungskette
111017-27;;hochwertiges Fußkettchen in 1A Qualität, Ankerkette mit 3 Herzanhängern, variable Länge bei 23cm, 25cm und 27cm, Oberfläche anlaufgeschützt rhodiniert;Fußkette, Anker, mit Herzen, Silber 925;3 Ösen bei 23, 25 und 27cm, mit 3 Herzen in der Mitte, Oberfläche anlaufgeschützt rhodiniert
111018-27;;hochwertiges Fußkettchen in 1A Qualität, Ankerkette mit 3 Blumen matt und diamantiert, variable Länge bei 23cm, 25cm und 27cm, Oberfläche anlaufgeschützt rhodiniert;Fußkette, Anker, mit Blumen, Silber 925;3 Ösen bei 23, 25 und 27cm, mit 3 Blumen matt/diamantiert in der Mitte, Oberfläche anlaufgeschützt rhodiniert
111019-27;;hochwertiges Fußkettchen in 1A Qualität, Ankerkette mit variabler Länge bei 23cm, 25cm und 27cm und kleiner Silberkugel als Abschluss, Oberfläche anlaufgeschützt rhodiniert;Fußkette Anker, mit Endkugel, Silber 925;3 Ösen bei 23, 25 und 27cm, mit Endkugel, Oberfläche anlaufgeschützt rhodiniert
111020-27;;hochwertig gearbeitetes Fußkettchen in bester Juwelierqualität, Weitankerkette mit Rillenmuster und 4 offenen Herzanhängern, variable Länge da der Karabiner in jedes Kettenglied einhängbar ist, Ein tolles Geschenk für einen besonderen Menschen.;Fußkette, Anker, mit Herzen, Silber 925;mit 4 Herzen bei 3, 10, 17 und 24cm, Karabiner auf Wunschlänge frei einhängbar, gemusterte Kettenglieder
111021-17;;hochwertig gearbeitetes Schildbandarmband für Kinder (Identitätsarmband), die Platte ist ca. 5x19mm, seitlich hängt ein kleiner Marienkäfer 6mm rot-lackiert mit schwarzen Punkten, die erste Zwischenöse ist bei 13,5cm. Ein tolles Geschenk zur Erinnerung an eine Taufe, Namenstag, Geburtstag oder einfach als Überraschung für die kleine Prinzessin!;Schildband Anker Marienkäfer Silber 925;Platte ca. 5x19mm, Marienkäfer 6mm rot-lackiert mit schwarzen Punkten,  Zwischenöse bei 13,5cm
111021-18;;Identitätsarmband (Schildband) für Kinder in 1A Juwelierqualität, neben der Gravurplatte 5,8x19mm ist ein kleiner 6mm Marienkäfer-Anhänger rot lackiert mit schwarzen Punkten, eingehangen, die erste Zwischenöse ist bei 14,5cm. Ein wunderschönes Geschenk zur Geburt, als Patengeschenk oder zum Geburtstag.;Schildband Anker Marienkäfer Silber 925;Platte 5,8x19mm, Marienkäfer 6mm rot-lackiert mit schwarzen Punkten neben der Platte, Zwischenöse bei 14,5cm
111022-27;;hochwertig gearbeitetes Fußkettchen in 1A Qualität, Ankerkette mit 6 Anhängern, abwechselnd 3 flache Herzen und  3 flache Schlüssel, variable Länge bei 25cm und 27cm und in jeder Anhängeröse;Fußkette Anker Herz/Schlüssel Silber 925;3 flache Herzen und 3 flache Schlüssel alle 4cm, Karabiner einhängbar bei 25 und 27cm und in jeder Öse mit Herz/Schlüssel
111023-14;;Dieses lustige Armband zaubert ein Lächeln in jedes Kindergesicht! Ankerkette mit putzigem Anhänger Sonne, 9mm, beidseitig gelb und blau lackiert mit lustigem Gesicht, Länge variabel von 14cm bis 17cm;Armband Anker Sonne Silber 925;Kinderarmband mit Sonne 9mm, beidseitig bunt lackiert, + 3cm Distanzkette zum Mitwachsen
111024-14;;hochwertiges Kinderarmband Ankerkette, jedes zweite Kettenglied flach mit Rillenmuster, mit kleinem Anhänger Blume, 9mm, beidseitig gelb und orange lackiert, Länge variabel von 14cm bis 17cm, Ein tolles Geschenk zur Geburt, Taufe, Schuleinweihung oder Geburtstag!;Armband Fantasie Anker Blume Silber 925;Kinderarmband mit Sonne 9mm, beidseitig bunt lackiert, + 3cm Distanzkette zum Mitwachsen
111025-21;;;Armband, Ankerkette oval, Silber 925;große gemusterte Kettenglieder
111026-16;;;Armband chinesische Zeichen, Silber 925;Armband Rundanker mit 5 chinesischen Schriftzeichen ca. 10mm, 1x Liebe, 2x Doppelglück, 1x Freundschaft, 1x Erfolg, + 3cm Distanzkette zum Verlängern mit Endkugel
111026-19;;;Armband chinesische Zeichen, Silber 925;Armband Rundanker mit 5 chinesischen Schriftzeichen ca. 10mm, 1x Liebe, 2x Doppelglück, 1x Freundschaft, 1x Erfolg, + 3cm Distanzkette zum Verlängern mit Endkugel, Oberfläche anlaufgeschützt dunkel-rhodiniert
111027-25;;hochwertiges Fußkettchen Rundankerkette, Länge variabel einstellbar, da die Kettenglieder als Verschluss genutzt werden, die Glieder bieten genug Platz zum Einhängen eines oder mehrerer Charms, mit dekorativem kugelförmiger Anhänger mit Zirkonia beidseitig als Abschluss, Ein tolles Schmuckstück für warme Sommertage!;Fußkette Endkugel Zirkonia, Silber 925;Rundankerkette, dadurch beliebig variabel in der Länge, sehr dekorativer Abschluss kugelförmiger Anhänger mit Zirkonia beidseitig
111028-25;;hochwertiges Fußkettchen Rundankerkette, Länge variabel einstellbar, da die Kettenglieder als Verschluss genutzt werden, die Glieder bieten genug Platz zum Einhängen eines oder mehrerer Charms, mit kleinem Anhänger Palme als Abschluss, Ein tolles Schmuckstück für warme Sommertage!;Fußkette Anker Palme Silber 925;Rundankerkette, dadurch beliebig variabel in der Länge, dekorativer Abschluss mit Palme 18x12mm
111029-19;;;Armband, Ankerkette, Silber 925;Kettenglieder ca. 8x3mm
111029-42;;;Kette, Ankerkette, Silber 925;Kettenglieder ca. 8x3mm
111029-45;;;Kette, Ankerkette, Silber 925;Kettenglieder ca. 8x3mm
111029-50;;;Kette, Ankerkette, Silber 925;Kettenglieder ca. 8x3mm
111030-25;;Dieses stilvolle Fußkettchen Ankerkette ist zwischen den -3mm- Kugeln beliebig längenverstellbar. Die Öse als Abschluss ist auch verwendbar zum Einhängen von beliebigen Charms. Ein tolles Schmuckstück für warme Sommertage!;Fußkette, Anker 13x Kugel Silber 925;Ankerkette, zwischen den Kugeln -3mm- beliebig längenverstellbar, Öse als Abschluss auch verwendbar zum Einhängen von beliebigen Charms
111031-15;;;Schildband, Anker rhodiniert, Silber 925;Identitätsarmband mattiert, Platte 5x21mm, Rand diamantiert, verkürzbar auf 12,5cm
111032-15;;;Schildband, Anker rhodiniert, Silber 925;Identitätsarmband, Schild mit ausgestanztem Herz 5,3x21mm, Kette mit 2 Zirkonias, verkürzbar auf 12,5cm
111033-18;;;Schildband, Anker, Silber 925;Identitätsarmband mit Ankerkette diamantiert, Gravurplatte 25x5mm, Rand diamantiert, 2. Öse zum Einhängen bei 16,5cm
111035-45;;;Kette, Ankerkette, Silber 925;-
111035-50;;;Kette, Ankerkette, Silber 925;-
111037-40;;;Kette, Ankerkette, Silber 925;-
111037-42;;;Kette, Ankerkette, Silber 925;-
111037-45;;;Kette, Ankerkette, Silber 925;-
113431-38;;;Kette, Figaro 2x diam, Silber 925;2x diamantiert
113431-42;;;Kette, Figaro 2x diam, Silber 925;2x diamantiert
113431-45;;;Kette, Figaro 2x diam, Silber 925;2x diamantiert
113631-19;;;Armband, Figaro, 19cm, Silber 925;2x diamantiert
113631-21;;;Armband, Figaro, 21cm, Silber 925;2x diamantiert
113631-27;;;Fußkette Figaro diamantiert Silber 925;3 Ösen bei 23, 25 und 27cm und 4mm Endkugel, diamantiert
113631-38;;;Kette, Figaro, 38cm, Silber 925;2x diamantiert
113631-42;;;Kette, Figaro, 42cm, Silber 925;2x diamantiert
113631-45;;;Kette, Figaro, 45cm, Silber 925;2x diamantiert
113631-50;;;Kette, Figaro, 50cm, Silber 925;2x diamantiert
113631-55;;;Kette, Figaro, 55cm, Silber 925;2x diamantiert
113631-60;;;Kette, Figaro, 60cm, Silber 925;2x diamantiert
113831-19;;;Armband, Figaro Panzer 19cm, Silber 925;2x diamantiert
113831-21;;Dieses stilvolle Armband aus 925er Silber, 2,7mm breit, hat ein besonders ausgeprägtes Figaro-Muster und ist 2-fach diamantiert. Mit seinem traditionellen Muster ist es absolut zeitlos und darf in keinem Schmuckkästchen fehlen.;Armband, Figaro Panzer 21cm, Silber 925;2x diamantiert
113831-45;;;Kette, Figaro Panzer 45cm, Silber 925;2x diamantiert
